Order:,2024_O1_I1.dsp,,,,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.001.01.BB.DFT,  4,  4,  0.78,  0.78,  ACO NBR 7008 ZC,  1.95,  460 ,  112.4, 0.051 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.003.01.BB.DFT,  1,  1,  1.44,  1.44,  ACO NBR 7008 ZC,  1.95,  1210.8 ,  79.4, 0.094 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.037.01.BB.DFT,  1,  1,  0.04,  0.04,  ACO NBR 7008 ZC,  1.95,  67.4 ,  40, 0.003 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.FE.003.01.BB.DFT,  2,  2,  1.73,  1.73,  ACO NBR 7008 ZC,  1.95,  630 ,  180, 0.113 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.FL.001.03.BB.DFT,  2,  2,  1.13,  1.13,  ACO NBR 7008 ZC,  1.95,  640 ,  119, 0.074 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.PE.001.01.CB.DFT,  2,  2,  9.62,  9.62,  ACO NBR 7008 ZC PRE PINTADA,  1.95,  1046.4 ,  606.4, 0.628 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.RE.002.01.BB.DFT,  6,  6,  0.67,  0.67,  ACO NBR 7008 ZC,  1.95,  870 ,  51.2, 0.044 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.RE.003.01.BB.DFT,  8,  8,  1.02,  1.02,  ACO NBR 7008 ZC,  1.95,  482 ,  144.8, 0.067 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.RE.003.02.BB.DFT,  2,  2,  1.02,  1.02,  ACO NBR 7008 ZC,  1.95,  482 ,  144.8, 0.066 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.RE.004.01.BB.DFT,  2,  2,  0.52,  0.52,  ACO NBR 7008 ZC,  1.95,  480 ,  71.4, 0.034 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.004.01.BB.DFT,  2,  2,  2.28,  2.28,  ACO NBR 7008 ZC,  1.95,  660 ,  227.4, 0.149 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.005.01.BB.DFT,  1,  1,  0.28,  0.28,  ACO NBR 7008 ZC,  1.95,  194.8 ,  100, 0.018 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.BA.002.01.BB.DFT,  1,  1,  15.48,  15.48,  ACO NBR 7008 ZC,  1.95,  1048.1 ,  970, 1.011 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.CH.002.01.BB.DFT,  1,  1,  17.77,  17.77,  ACO NBR 7008 ZC,  1.95,  1203.1 ,  970, 1.161 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.CL.003.01.BB.DFT,  1,  1,  27.11,  27.11,  ACO NBR 7008 ZC,  1.95,  1792.4 ,  1030.6, 1.771 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.CL.004.01.BB.DFT,  1,  1,  27.88,  27.88,  ACO NBR 7008 ZC,  1.95,  1792.4 ,  1030.6, 1.822 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.FE.004.02.BB.DFT,  1,  1,  11.13,  11.13,  ACO NBR 7008 ZC,  0.95,  1610 ,  960, 1.492 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.RE.013.01.BB.DFT,  2,  2,  2.52,  2.52,  ACO NBR 7008 ZC,  1.95,  1645 ,  100.1, 0.164 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.PE.002.04.CB.DFT,  1,  1,  23.36,  23.36,  ACO NBR 7008 ZC PRE PINTADA,  1.95,  1531.4 ,  1006.4, 1.526 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.RE.005.01.BB.DFT,  2,  2,  1.06,  1.06,  ACO NBR 7008 ZC,  1.95,  1355 ,  51.2, 0.069 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.RE.006.01.BB.DFT,  4,  4,  1.90,  1.9,  ACO NBR 7008 ZC,  1.95,  882 ,  144.8, 0.124 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.RE.006.02.BB.DFT,  1,  1,  1.90,  1.9,  ACO NBR 7008 ZC,  1.95,  882 ,  144.8, 0.124 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\CM.P.AESA4.030.DFT,  2,  2,  0.33,  0.33,  ACO NBR 7008 ZC,  1.95,  290.8 ,  133.2, 0.022 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\CM.P.AESA4.031.DFT,  2,  2,  0.19,  0.19,  ACO NBR 7008 ZC,  1.95,  150.9 ,  86.7, 0.012 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.006.01.BB.DFT,  1,  1,  1.60,  1.6,  ACO NBR 7008 ZC,  1.95,  660 ,  174.8, 0.104 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.011.01.BB.DFT,  2,  2,  0.23,  0.23,  ACO NBR 7008 ZC,  1.95,  148.6 ,  100, 0.015 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.012.01.BB.DFT,  1,  1,  4.81,  4.81,  ACO NBR 7008 ZC,  1.95,  820 ,  386.1, 0.314 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.013.01.BB.DFT,  2,  2,  2.01,  2.01,  ACO NBR 7008 ZC,  1.95,  820 ,  160.4, 0.131 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.014.01.BB.DFT,  1,  1,  5.69,  5.69,  ACO NBR 7008 ZC,  1.95,  820 ,  454.8, 0.372 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.015.01.BB.DFT,  2,  2,  2.19,  2.19,  ACO NBR 7008 ZC,  1.95,  820 ,  178.6, 0.143 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\CM.P.AESA4.001.DFT,  1,  1,  14.43,  14.43,  ACO SAE 1008 COMUM,  1.5,  1390.3 ,  900, 1.225 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\CM.P.AESA4.002.DFT,  2,  2,  2.72,  2.72,  ACO SAE 1008 COMUM,  1.5,  746 ,  313.7, 0.231 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\CM.P.AESA4.003.DFT,  2,  2,  0.75,  0.75,  ACO SAE 1008 COMUM,  1.9,  298.5 ,  200, 0.05 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\CM.P.AESA4.004.DFT,  2,  2,  0.56,  0.56,  ACO NBR 7008 ZC,  1.95,  680 ,  55.2, 0.036 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\CM.P.AESA4.005.DFT,  2,  2,  0.33,  0.33,  ACO NBR 7008 ZC,  1.95,  680 ,  33.2, 0.022 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\CM.P.AESA4.006.DFT,  2,  2,  0.02,  0.02,  ACO SAE 1008 COMUM,  1.5,  83.6 ,  20, 0.002 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\CM.P.AESA4.007.DFT,  2,  2,  0.02,  0.02,  ACO SAE 1008 COMUM,  1.5,  80.1 ,  20, 0.002 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\CM.P.AESA4.008.DFT,  1,  1,  0.07,  0.07,  ACO SAE 1008 COMUM,  1.5,  100 ,  58.8, 0.006 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\CM.P.AESA4.009.DFT,  2,  2,  1.06,  1.06,  ACO NBR 7008 ZC,  1.95,  840 ,  84.9, 0.069 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\CM.P.AESA4.011.DFT,  1,  1,  0.13,  0.13,  ACO SAE 1008 COMUM,  1.5,  148.9 ,  85, 0.011 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\CM.P.AESA4.012.DFT,  1,  1,  7.02,  7.02,  ACO SAE 1008 COMUM,  1.5,  873.8 ,  735.7, 0.596 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\CM.P.AESA4.014.DFT,  4,  4,  0.05,  0.05,  ACO NBR 7008 ZC,  1.95,  160 ,  20, 0.003 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.CL.001.02.BB.DFT,  1,  1,  27.74,  27.74,  ACO NBR 7008 ZC,  1.95,  1792.4 ,  1030.6, 1.812 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.CL.002.02.BB.DFT,  1,  1,  27.74,  27.74,  ACO NBR 7008 ZC,  1.95,  1792.4 ,  1030.6, 1.812 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.020.01.BB.DFT,  2,  2,  1.55,  1.55,  ACO NBR 7008 ZC,  1.95,  905 ,  112.4, 0.101 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.FL.001.02.BB.DFT,  4,  4,  1.14,  1.14,  ACO NBR 7008 ZC,  1.95,  640 ,  119, 0.074 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.048.01.BB.DFT,  1,  1,  1.39,  1.39,  ACO NBR 7008 ZC,  1.95,  482.4 ,  192.4, 0.091 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.049.01.BB.DFT,  1,  1,  0.21,  0.21,  ACO NBR 7008 ZC,  1.95,  121.2 ,  181.2, 0.014 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.CC.001.01.BB-2024.DFT,  1,  1,  9.52,  9.52,  ACO NBR 7008 ZC,  1.95,  1144.8 ,  552.4, 0.622 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.TI.001.02.BB.DFT,  1,  1,  2.37,  2.37,  ACO NBR 7008 ZC,  1.95,  640 ,  246.2, 0.155 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.TS.001.01.BB.DFT,  1,  1,  2.38,  2.38,  ACO NBR 7008 ZC,  1.95,  640 ,  246.2, 0.156 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.PE.005.03.CB-1385.DFT,  1,  1,  5.04,  5.04,  ACO NBR 7008 ZC PRE PINTADA,  1.95,  666.4 ,  516.4, 0.329 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.PM.001.02.BB-1889.DFT,  1,  1,  2.36,  2.36,  ACO NBR 7008 ZC,  1.95,  402.4 ,  396.4, 0.154 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.036.01.BB.DFT,  1,  1,  0.05,  0.05,  ACO NBR 7008 ZC,  1.95,  72.2 ,  50, 0.004 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.BA.003.01.BB.DFT,  1,  1,  9.59,  9.59,  ACO NBR 7008 ZC,  1.95,  1048.1 ,  720, 0.626 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.BT.001.01.BB.DFT,  1,  1,  2.02,  2.02,  ACO NBR 7008 ZC,  1.95,  1000 ,  137.5, 0.132 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.CH.003.01.BB.DFT,  1,  1,  12.95,  12.95,  ACO NBR 7008 ZC,  1.95,  1186.6 ,  720, 0.846 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.CH.003.07.BB.DFT,  1,  1,  5.98,  5.98,  ACO NBR 7008 ZC,  1.95,  720 ,  565, 0.391 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.CL.005.01.BB.DFT,  1,  1,  27.77,  27.77,  ACO NBR 7008 ZC,  1.95,  1792.4 ,  1030.6, 1.814 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.CL.006.01.BB.DFT,  1,  1,  27.73,  27.73,  ACO NBR 7008 ZC,  1.95,  1792.4 ,  1030.6, 1.812 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.FE.006.02.BB.DFT,  1,  1,  8.22,  8.22,  ACO NBR 7008 ZC,  0.95,  1610 ,  710, 1.102 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.RE.007.01.BB.DFT,  2,  2,  0.90,  0.9,  ACO NBR 7008 ZC,  1.95,  720 ,  81.8, 0.059 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.FE.008.02.CB.DFT,  1,  1,  7.30,  7.3,  ACO NBR 7008 ZC PRE PINTADA,  1.95,  1112.4 ,  447.4, 0.477 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.FE.011.02.BB.DFT,  1,  1,  5.21,  5.21,  ACO NBR 7008 ZC,  1.95,  1006.4 ,  344.4, 0.34 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.PE.003.01.CB.DFT,  1,  1,  6.02,  6.02,  ACO NBR 7008 ZC PRE PINTADA,  1.95,  1046.4 ,  381.4, 0.393 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.RE.008.01.BB.DFT,  4,  4,  0.52,  0.52,  ACO NBR 7008 ZC,  1.95,  257 ,  144.8, 0.034 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.RE.008.02.BB.DFT,  1,  1,  0.52,  0.52,  ACO NBR 7008 ZC,  1.95,  257 ,  144.8, 0.034 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.RE.009.01.BB.DFT,  1,  1,  0.28,  0.28,  ACO NBR 7008 ZC,  1.95,  255 ,  71.4, 0.018 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.016.01.BB.DFT,  2,  2,  0.60,  0.6,  ACO NBR 7008 ZC,  1.95,  334.4 ,  190.4, 0.039 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.017.01.BB.DFT,  2,  2,  0.56,  0.56,  ACO NBR 7008 ZC,  1.95,  725 ,  52.4, 0.036 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.018.01.BB.DFT,  3,  3,  1.08,  1.08,  ACO NBR 7008 ZC,  1.95,  312.4 ,  228, 0.07 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.024.01.BB.DFT,  1,  1,  1.33,  1.33,  ACO NBR 7008 ZC,  1.95,  730 ,  121.4, 0.087 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.021.01.BB.DFT,  1,  1,  0.41,  0.41,  ACO NBR 7008 ZC,  1.95,  700 ,  42.2, 0.027 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.022.01.BB.DFT,  1,  1,  0.71,  0.71,  ACO NBR 7008 ZC,  1.95,  700 ,  67.4, 0.047 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.023.01.BB.DFT,  2,  2,  1.91,  1.91,  ACO NBR 7008 ZC,  1.95,  368.4 ,  343, 0.125 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.044.01.BB.DFT,  1,  1,  0.85,  0.85,  ACO NBR 7008 ZC,  2.7,  500 ,  83.4, 0.04 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.045.01.BB.DFT,  1,  1,  4.66,  4.66,  ACO NBR 7008 ZC,  1.95,  861.3 ,  406.6, 0.304 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.046.01.BB.DFT,  1,  1,  2.10,  2.1,  ACO NBR 7008 ZC,  1.95,  683 ,  201.2, 0.137 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.SU.047.01.BB.DFT,  1,  1,  0.39,  0.39,  ACO NBR 7008 ZC,  1.95,  165.2 ,  165, 0.025 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.RE.014.01.BB.DFT,  2,  2,  1.30,  1.3,  ACO NBR 7008 ZC,  2.7,  340 ,  184.4, 0.061 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.RE.015.01.BB.DFT,  2,  2,  1.21,  1.21,  ACO NBR 7008 ZC,  2.7,  340 ,  172, 0.057 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.RE.016.01.BB.DFT,  2,  2,  1.12,  1.12,  ACO NBR 7008 ZC,  2.7,  340 ,  159.6, 0.053 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.RE.017.01.BB.DFT,  2,  2,  1.30,  1.3,  ACO NBR 7008 ZC,  2.7,  340 ,  184.4, 0.061 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.RE.018.01.BB.DFT,  2,  2,  1.21,  1.21,  ACO NBR 7008 ZC,  2.7,  340 ,  172, 0.057 M²,,,,
Z:\PROCESSO\E-2024\Ordem de serviço 1\ITEM 1\PROGRAMAÇÃO\NP.P.RE.019.01.BB.DFT,  2,  2,  1.12,  1.12,  ACO NBR 7008 ZC,  2.7,  340 ,  159.6, 0.053 M²,,,,
---------------------------------------------------------------------------------------------------------,,,,,,,,
,,,,,,,,
Parts in SubNests:,,,,,,,,
--------------------------------------------------------------,,,,,,,,
 Order         , SN_NUM   , P_NUM    , Placed Qty , SN_Qty ,,,,
--------------------------------------------------------------,,,,,,,,
